caption,commentsCount,likesCount,ownerFullName,ownerUsername,type,url,videoDuration,videoPlayCount
"Qurbon hayiti muborak bo‘lsin!

🕌 Ushbu muborak bayram qalbingizga tinchlik, xonadoningizga farovonlik va baxt keltirsin! 

😊 Qurbon hayiti mehr-oqibat, saxovat va birdamlik bayramidir. Bu kunda bir-birimizga g’amxo’rlik ko’rsatib, yaqinlarimiz bilan birgalikda vaqt o’tkazishning qadrini yana bir bor his qilamiz. 

🎉  Muborak ayyom bilan yana bir bor qutlaymiz! Hurmat bilan, SPACE ACADEMY!",4,213,SPACE ACADEMY,spaceacademy.uz,Image,https://www.instagram.com/p/C8QfwZrIdvb/,,
"SPACE oilasi “SPACE GORIZONT” loyihasi bo‘yicha sayohat qilishdi

🪂 SPACE xodimlari va o‘quvchilari Angren shahriga borib, adrenalinga boy sakrashni amalga oshirishdi. 

🎞 Jarayon haqida tasavvur hosil qilishingiz uchun e’tiboringizga ushbu kadrlarni taqdim qilamiz. Jamoaviy muhitda samimiylikka yetadigani yo‘q! Mazkur muhit SPACE ACADEMY’ hamisha bor!",17,165,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C8Hm7fkN4VI/,,
"Motion дизайн в Ташкенте. Открыт набор на обучение ✌️

На курсе мы учим моушн-дизайну с нуля. 

📌 В программе:
- Adobe Illustrator и Adobe After Effects. Старт в моушн-графике 
- Композиция. Кинетическая типографика
- Анимация 2D-персонажа и создание эксплейн-ролика 
- VFX. Основы работы с спецэффектами 
- Cinema 4D. Анимация и моушн-дизайн 

По окончании курса вы сможете анимировать графику в After Effects, собирать полноценные ролики, работать с композицией кадра, научитесь анимировать логотипы и работать с инфографикой и тд

👉 Хотите освоить востребованную профессию, тогда оставьте «+» в комментариях и мы отправим вам всю информацию о курсе",10,17,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Video,https://www.instagram.com/p/C9tz8hAuSoc/,35.413,1829.0
"🎉 1-oktabr – O‘qituvchi va murabbiylar kuni! 

🎊 Ushbu kun munosabati bilan PDP Academy jamoasi yurtimizdagi barcha o‘qituvchi va murabbiylarni chin dildan samimiy muborakbod etadi!

🌟 Aziz Ustozlar, ilm yo‘lidagi shijoatingiz, metin irodangiz, tog‘dek sabringiz, bilim ummonidagi sabog‘ingiz doimo sarbaland bo‘lsin! Sihat-salomatlik, oilaviy xotirjamlik, tinchlik va farovon hayot hamisha hamrohingiz bo‘lsin!

Kasb bayramingiz bilan hurmatli ustozlar!",1,43,PDP Academy,pdpuz,Image,https://www.instagram.com/p/DAkb1bSttNZ/,,
"“O’zbek mediasidagi eng ommabop izohlar”😎

Post qanaqa mavzuda bo’lmasin, izoh qismini “gullatadigan” kommentlar doim topiladi. Bugun shunday misollarni erinmasdan karuselda jamlab chiqdik 🙃

Qolganini esa siz izohda davom ettirishingiz mumkin. Aytgancha, “storis”ni umuman ko’rmanglar))",38,195,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C7hKnj0NsQ8/,,
"GELIK’ni o‘zimiz olamiz! Yoxud ish topish ehtimolingiz 95% 😎

Digital marketolog bo‘lishga tayyormisiz? 🔥

😮 DIGITAL BOOTCAMP’da o‘qiganlar bir vaqtning o‘zida ko‘plab zamonaviy kasblarni o‘zlashtiradi. SMM, Mobilografiya, Targeting, SEO, Kopirayting, Google va Yandex reklama, Infuence Marketing va PR kabilarni o‘rganib oladi. 

🌐 Birdaniga 7 ta zamonaviy kasbni o‘rganib, o‘z ishining ustasi bo‘lib olishadi-da, 90 balldan yuqori ball to‘plashsa, SPACE ACADEMY tomonidan ish bilan ta’minlanadi. Professional ustozlardan professional ta’lim olishlarini aytmaysizmi?! 

✅ Yozni bekor o’tkazib yubormang! DIGITAL BOOTCAMP kursini o‘rganing. 

Batafsil ma’lumot uchun izohlarda ➕ belgisini qoldiring.",46,189,SPACE ACADEMY,spaceacademy.uz,Image,https://www.instagram.com/p/C712QudNb4X/,,
"Realiti shou yoxud 5000$ berishga tayyor o‘quvchi 😮

🔥 Bizning SMM marketing va Targeting kursimizda soha sirlarini o‘rgangan o‘quvchimiz bilan realiti shou o‘tkazmoqdamiz. 

😎 Qahramonimiz noodatiiy chellenj ishtirokchisi bo‘ladi va SPACE ACADEMY direktori Temur Abduraimov bergan maslahatlar asosida tuzilgan rejani bajaradi. 

Agar maslahatlarga amal qilmasa, SPACE ACADEMY hisobiga 5000$ o‘tkazishini aytgan qahramonizning qanday reja asosida harakatlanishini Youtube sahifamizda ko‘rishingiz mumkin. ✅",2,88,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C71l3A0tTss/,30.43,6905.0
"DIGITAL BOOTCAMP’dagilar ajoyib natijalarga erishmoqda! 

🔥 SPACE ACADEMY’ning DIGITAL BOOTCAMP kursida tahsil olayotganiga endigina 4 oy bo‘lgan 2 o‘quvchimiz allaqachon o‘z ishlarini topib ulgurishdi! 

📈 Hozirgi kunda ular maishiy texnika do‘konining marketingini muvaffaqiyatli olib borishmoqda! Ularning o‘z shaxsiy ofislariga ham ega bo‘lishdi. 

✅ SPACE ACADEMY — zamonaviy kasblarni o’rganishingizga yordam beradi va sizni muvaffaqiyat sari boshlaydi!",7,172,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C8PkesRt2c4/,33.6,10668.0
"Adrenalin olish uchun faqat ichimlik ichish kerak, deb kim aytdi? 

🔥 Masalan, SPACE ACADEMY’ning barcha o‘quvchilari uchun tashkillashtirilayotgan maxsus sayohat sizga ancha-muncha vaqtga yetadigan adrenalin berishiga aminmiz! 

🏞 Angren shahrida bo‘lib o‘tadigan maxsus sakrash sayohatiga borishga tayyormisiz? Unda izohlarda ➕ belgisini qoldiring.",13,71,SPACE ACADEMY,spaceacademy.uz,Image,https://www.instagram.com/p/C7zRam5Nc8h/,,
"Onlayn savdoni oshirmoqchimisiz?

📈 SPACE ACADEMY’ning TARGET kursida o‘qigan qahramonimiz atir biznesi bilan shug‘ullanadi. O‘rikzor bozorida oflayn savdosi susayganidan so‘ng, onlayn savdoga e’tibor qaratdi. SMM’ning o‘zi kamlik qildi va TARGET kursini o‘qidi.

🎯 Hozirda nafaqat o‘z biznesi uchun target reklama yoqadi, balki tanishlariga ham yordam beradi. Bu esa savdoning oshishiga va qo‘shimcha daromad olishiga sabab bo‘lyapti.

Siz ham SPACE ACADEMY’ning TARGET Pro kursida qatnashib, savdongizni oshiring!

Ro‘yxatdan o‘tish uchun “+” qoldiring",26,240,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C8cEzwoNsUe/,24.991,25094.0
"16 yoshda 400$ topayotgan o‘quvchimiz

😎 16 yoshli Xojiakbar DIGITAL BOOTCAMP kursimizni tugatmasdanoq, kursning 3-oyida 2 ta loyihaga ishga kirib ulgurdi. 

🔥 Sayyohlik agentligi va tibbiyot klinikasida ishlayotgan qahramonimizning hozirgi kundagi daromadi 400$ ni tashkil etmoqda.

Siz ham vaqtni boy bermang! DIGITAL BOOTCAMP kursiga ro‘yxatdan o‘ting!

👇Kursga ro’yxatdan o’tish uchun “➕” qoldiring",13,280,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C8j_d0ANOSt/,25.891,40004.0
"Yoz — soz daromad keltiradigan kasblarni o‘rganishning ayni vaqti! 

🔥 Talabamisiz? Yoki maktab o‘quvchisi? Yoki universitet, maktab, kollejlarda dars beradigan o‘qituvchi? Sizga bir savolimiz bor: yozgi ta’tilni qanday o‘tkazmoqchisiz? 

🌐 Agar hali ta’til rejasini tuzmagan bo‘lsangiz, Space Academy bunda sizga ko‘maklashadi. Xoh onlayn bo‘lsin, xoh oflayn, istaganingizni tanlang-u yangi sohani o‘rganishni boshlang. 

✅ Asosiy yoki qo‘shimcha daromad kimga ham yoqmaydi deysiz? Iyun oyida start oladigan kurslarimiz ro‘yxati bilan mazkur poster orqali tanishing. 

Batafsil ma’lumot olishni istasangiz, izohlarda “Start” so‘zini yozib qoldiring!",112,145,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C7eQvTaNuEr/,,
"Ularda nafaqat diplom, Dubayga sayohat yo’llanmasi ham bor!

Ishonmasangiz — tekshiring, ikkilansangiz — batafsil ma’lumot oling, qo’rqsangiz — shu yo’ldan o’tganlar bilan gaplashing.

❗️ Ammo hech qachon to’xtab qolmang! Chunki siz o’ylanib o’tirganingizda boshqalar maqsadga erishmoqda.

😎 Keyingi natija sizniki bo’lishini istaysizmi? Izohda “Space” so’zini qoldiring va sizga kurslar haqida ma’lumot beramiz!",16,182,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C7Lj-y8NZcN/,51.418,26490.0
"Как думаете это горячий коллаб или холодный?🔥

✅Все верно! И тот и тот
Теперь в нашей школе, можно не только взять вкусные знаний, но еще и чаи

🚀Ждем Вас в гости",16,239,⚡️TEHNIKUM,tehnikum.school,Video,https://www.instagram.com/p/C3r_4Ektm-k/,11.208,15745.0
"Bolajonlar uchun uzoq kutilgan qahramonlar!

⚡️ Ko‘plap ijodkor va kreativ yoshlarning mehnat mahsuli bugun katta sahna yuzini ko‘rdi. “UNITED SOFT”kompaniyamiz tomonidan tayyorlangan “Bek va Lola” animatsion multfilmining ilk qismlari bolajonlarimiz tomonidan katta quvonch bilan qarshi olindi.

Ushbu loyihamizning asosiy maqsadi milliy kontentni yanada rivojlantirib, kreativ g‘oyalar orqali bolalarga milliy qadriyatlar, ta’lim, sog‘lom hayot tarzi va vatanparvarlik kabi tushunchalarni o‘rgatishni o‘z ichiga olgan.

🔥 Multfilmning ilk qismlarini YouTube sahifasida tomosha qiling va fikrlaringizni izohlarda qoldiring.",8,135,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C-S8YdjtpmB/,35.137,5974.0
"“O’qib shahar olib berarmiding” deganlarga “Dubayni olib beraman” deyavering 😎

Albatta, birinchi qadam Dubayga sayohat yo’llanmasini yutib olishdan boshlansa ham bo’ladi)

🎁 Space Academy’da o’qib, darslarda faol bo’lgan va zo’r natijalarni ko’rsatgan 5 ta talabamiz shunday yutuqqa ega bo’lishdi.

❗️Keyingi sovrindor siz bo’lishingiz mumkin, ammo bu uchun hozirdan harakat boshlashingiz kerak.

Vaqtni cho’zmang, maqsadingiz kasb o’rganish bo’lsa, biz siz bilanmiz!",28,396,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C6_sCn6NL5L/,33.733,38654.0
"🔥 Diplomsiz oyiga 10-15 mln daromad

Barcha biznes egalari aynan sizni izlamoqda va natijangiz uchun 20 mln soʻmgacha toʻlashga tayyor!

📌 Sizdan diplom ham, “tank” ham talab qilinmaydi — yagona zarurat sotuv strategiyalarini oʻrganish va ishga solish. 

📝 Space Academy’ning yangi “Sales” sotuv kursiga roʻyxatdan oʻting va zamonaviy kasbni oʻrganib, bilim bilan daromad qiling!

Batafsil ma’lumot uchun izohda “sotuv” soʻzini qoldiring.",145,402,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C7PNs9SNo67/,49.916,21104.0
"Orzudagi hayotga 3 oy qoldi!

⚡️ Yozgi ta’tilni chatlar, uyqu yoki anhorga borish bilan oʻtkazib yubormang. Shu 3 oy ichida kasb oʻrganib, daromadga chiqishingiz mumkin!

💸 Oʻquvchilarimiz SMM, marketing, mobilografiya, target kabi sohalarda 1000$ gacha daromad qilishmoqda. 

Koʻproq natijaga erishish uchun ertaroq harakat qiling! Hoziroq izohda “YOZ” soʻzini qoldiring va sizga barcha imkoniyatlar haqida ma’lumot beramiz!",117,12950,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C7J4YIgNEFY/,32.932,517560.0
"🎉 Azizbek Umaraliyev “Yil brendi 2023” sovrindori boʻldi

Space Academy asoschisi Azizbek Umaraliyev “Marketing sohasida oʻzbek tilidagi ma’rifiy faoliyati uchun” nominatsiyasida taqdirlandi. 

✅ Marketing boʻyicha Space Academy oʻzbek tilida professional kurslarni taqdim etuvchi kamdan-kam oʻquv markazlaridan biri hisoblanadi. 

📉 
Hozirda bitiruvchilarimiz soni 4000 nafarga yetgan boʻlib, imtihon topshirgan talabalarning 75 foizi diplom va sertifikatlarni qoʻlga kiritgan. Ayni paytda SMM, mobilografiya, targeting kabi yoʻnalishlarda ham talabalarimiz katta natijalarga erishmoqda. 

🚀 Butun jamoamiz nomidan Azizbek Umaraliyevni mukofot bilan tabriklaymiz! Ushbu e’tirof Space Academy faoliyatida yangi yutuqlarni boshlab berishiga ishonamiz!",5,152,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C7b6W1PN5tG/,,
"🖥️ AstraCode loyihasini elon qilinganiga bir oy bo’ldi

📃Kam vaqt o’tganiga qaramay, hozirda 1 bosqichni tugatib sertifikat olgan o’quvchilarimiz talaygina

Batafsil:
+998 94 892-18-14",24,244,Kadirov Dev,kadirovdev,Video,https://www.instagram.com/p/C8HsKcnOsHF/,35.243,6244.0
"🚀 Space Academy - daromadli kasblar akademiyasi.

Yozni bekor o'tkazma - kurs o'qi, kuzdan soqqa qilishni boshla👊",57,1222,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C7ZU9GJNHgo/,37.066,172424.0
"📌 Mobilografiya kursidan natijalar

1,5 oylik darslardan keyin 2 ta loyihaning o’zidan 500$ daromad chakki emas, to’g’rimi? 

📲 Mobilografiyaga qiziqishingiz bo’lsa, vaqtni boy bermang. Yozgi ta’tilda qiziqarli kasbni egallab, o’z ishingizni boshlang!

Bilimga sarflangan investitsiya albatta o’zini oqlaydi.

Kurs haqida to’liq ma’lumot olish uchun izohda “mobilografiya” so’zini qoldiring.",100,544,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C7WQf00tA2F/,38.938,67824.0
"Natija uchun birgalikda harakat qilamiz!

✅ Ilmga sarmoya qilib, bor diqqatini o’rganishga va tajriba oshirishga qaratgan talabalar daromadga chiqmay qolmaydi.

🛫 Buning isboti — bitiruvchilarimizda. Ulardan 5 nafari esa bu safar g’alabani Dubayda nishonlaydi!

Siz-chi? O’ylanishda davom etasizmi yoki maqsadga intilasizmi? Qaror qiling va keyingi natija sizniki bo’lishi mumkin!",26,230,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C7CI7e2tV37/,17.918,54716.0
"😎 Bizni birlashtiradigan joy — ASTRUM!

✍️ Sizga doim eng yaxshisini ilinadigan do’stlaringiz nomini izohlarda kutamiz.",42,179,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C-Smi05N1PU/,13.21,10472.0
"Agar ishonmasangiz, ko’rmaysiz!",30,1422,Haad LC,haad_uz,Video,https://www.instagram.com/p/DAlkNLSKOw6/,11.0,98630.0
"Bularni bilmasdan SMM Praktikum’ga roʻyxatdan oʻtmang!

⬆️ Bu shunchaki darslarga qatnashib, sertifikat olish bilan tugaydigan kurs emas. SMM Praktikum karyera uchun maksimal foyda olishingizga qaratilgan. 

📉 80% bitituvchilar darhol natijaga chiqayotgan kursning boshqa imtiyozlari haqida karuselda bilib oling. 

Qabulga ulgurish uchun hoziroq izohda “SMM Praktikum” soʻzini qoldiring!",26,96,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C7EuEEbNX2a/,,
"23 августа состоялся вдохновляющий мастер-класс с основателем нашего учебного центра, Георгием Горбенко, на тему: «Как построить карьеру в любимом деле». 🤩

Участники узнали, как определить свои истинные увлечения, превратить их в профессию и построить успешную карьеру, основываясь на личном примере нашего основателя. 🌟

Этот мастер-класс показал, что, следуя за своей страстью, можно достичь значительных высот в карьере и получать удовольствие от каждого рабочего дня. 😃

Не упустите возможность развиваться и идти к своей мечте вместе с нами! Записывайтесь на курсы, чтобы обрести знания в сферах IT и Digital, а также мотивацию и поддержку на пути к вашей успешной карьере. 📥",8,134,IT и Digital курсы в Ташкенте,proweb.uz,Video,https://www.instagram.com/p/C_N2fF3NEXJ/,39.456,9720.0
"🖥 Frontend dasturchilar asosan shunday xatolarga yo‘l qo‘yadi - Abdulaziz Ochilov 

🏆Frontend’chilar tayyormisiz? Abdulaziz Ochilov Sizga bu sohada muvaffaqiyatga erishish, ishga kirish yo‘llari haqida o‘z tajribalari bilan bo‘lishdi.

🤩 Videoni online formatda to‘liq YouTube sahifamizda tomosha qilishingiz mumkin.

Murojaat uchun:
📞 78-777-47-47",14,124,PDP Academy,pdpuz,Video,https://www.instagram.com/p/C-afBsjtx3Y/,47.964,7206.0
"Lazarus guruhi haqida eshitganmisiz?

🇰🇵 Shimoliy Koreyaning eng qo’rqinchli kiber jamoasi yurtboshi uchun qanday qasos oldi?

Bu haqda bilishni xoxlaysizmi? Unda videoni ko’ring!

To’liq video tez orada YouTube sahifamizda! O’tkazib yubormaslik uchun obuna bo’ling!

☎️ +998930458811
☎️ +998935878811",60,2489,Haad LC,haad_uz,Video,https://www.instagram.com/p/DAn7YcjKxx2/,72.76,44284.0
"Do’stlar, Madinabonuga yordam kerak. 

9 yoshlik ushbu qizaloq, oq-qon kasalligiga chalinibdi. Hozir Hindistonda davolanmoqda. “Oz-oz tomib daryo bo’lur”, - deyishganidek, qancha imkoningiz bo’lsa ham yordam bering. Birov yordam berar deb o’zimizni ovutmaylik

Imkoningiz bo’lmasa, videoni tarqatib bo’lsa xam o’z hissangizni qo’shing

💳 Humo 9860 1601 2968 0452
💳 Sber 2202 2036 8786 8234
💳 Visa 4231 2000 1184 6275
💳Uzcard 8600 0424 9713 0228 

☎️ +998 91 206-05-25
✅  @bazarovjamoliddin10",16,236,Kadirov Dev,kadirovdev,Video,https://www.instagram.com/p/C7_H2-5u9b5/,37.771,9728.0
"✈️ Dubay, bizni kutib ol!

Siz bilan ajoyib yangilikni bo’lishish arafasidamiz. Barchasini bilishni istasangiz, kuzatishda davom eting!

🤫 Bu yoz ayrim kosmonavtlar uchun parvoz mavsumi bo’lishi aniq.",15,124,SPACE ACADEMY,spaceacademy.uz,Image,https://www.instagram.com/p/C6q36i5NvHM/,,
"Tanishing, bu qashqadaryolik oʻquvchimiz Jamshid. 

Samarqanddagi Space Software kompaniyasida onlayn tarzda ML injener boʻlib ishlaydi.

😀 U bizning ʻʻData Science va Sunʼiy Intellektʼʼ kursimizni bitirgan.

Hozirda Jamshid jamoasi bilan birgalikda President Tech Award’da qatnashyapti.

Oʻquvchimiz bu natijaga qanday erishgani qiziq boʻlsa, uning muvaffaqiyat tarixini oʻqing.

👉 Telegram orqali bogʻlanish: @mohirdev_alumni",6,200,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Sidecar,https://www.instagram.com/p/C_A3YZuqBmV/,,
"Talablarga binoan Google va Yandex Ads kursi!

📈 Kurs spikeri: soha bo‘yicha 6 yillik tajribaga ega Mamasodikov Kamoliddin. 

1 oylik kurs davomida Google Ads va Yandex Ads’ning barcha sir-asrorlari, jumladan, Google Analytics, App Ads va shu kabilar o‘rgatiladi.

🗓 Kurs starti — 3-iyul! 
💳 Kurs to’lovi —3.000.000 so’m! 1-iyulgacha kursga yozilib, to’lov qilinsa 2.000.000 so’m bo’ladi. 

Yanada ko‘proq ma’lumot olish uchun karuselni aylantiring. 🔁

📊 Google Ads va Yandex Ads orqali yuqori daromad topishga tayyormisiz? Javobingiz “ha” bo‘lsa, izohlarda ➕ qoldiring.",22,74,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C8pJf4RtULs/,,
"So’rovnomada ishtirok etgan barcha yoshlarga rahmat aytamiz 🫶

Siz bu sohalar haqida qanchalik ma’lumotga egasiz? Imkoniyat bo’lganda zamonaviy kasblardan qay birini o’rgangan bo’lardingiz, izohlarda yozib qoldiring 😇",7,73,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C8pQWKgNjhL/,90.0,4920.0
"🎙 Efirda Mohirdev yangiliklari 

Bizda ragʻbatlantirish tizimi yangilandi. Endi koʻrsatkichlaringiz liderlar jadvalida koʻrinib turadi.

⭐️ Bundan tashqari, kubok yulduzchalar bilan almashdi. Ularni yigʻish uchun quyidagilardan birini bajarishingiz kerak:

– yangi kurs sotib olish;
– darsni oʻqib tugatish; 
– modulni toʻliq oʻzlashtirish; 
– ketma-ket 3 ta dars koʻrish;
– kursning 1-choragi yarmini tugatish;
– testlarni toʻgʻri yechish.

Qolganini esa yangiliklarimizning keyingi sonida bilib olishingiz mumkin.",9,208,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C-5JfSdq39v/,84.52,9445.0
"Kim aslida nima vazifani bajarishi kerak?

❌ Eng ko’p xatoliklar sotuv va marketing mutaxassislarining ishini chalkashtirish bilan bog’liq. Agar siz ham bundan zarar ko’rishni istamasangiz, ularni hozir farqlab oling. 

✅ Marketing va sotuv bo’limini maksimal rivojlantirish usullarini Sotuv va Marketing kursimizda o’rganing.

👇 Marketing va Sotuv kurslarimizga yozilish uchun izohlarda  o’qimoqchi bo’lgan kurs nomini yozing!",5,112,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C6-wy6LNyJo/,,
"🎉 Yana bir marra zabt etildi!

Space Academy’ning bir guruh talabalari bilan bitiruv kechasini nishonlab, ularga diplom va sertifikatlar topshirildi.

✈️🎁 Eng faol talabalarimizdan 5 tasi esa Dubayga sayohat yo’llanmasi bilan taqdirlandi! Sayohat boshlangach, jarayonni albatta yoritib boramiz.

👏 Kosmonavtlarimizning boshlagan loyihalari va ish faoliyatlarida omad tilab qolamiz, natijalar ajoyib bo’lishiga ishonamiz!

🤩 Siz ham yozgacha kasb o’rganib, ish boshlashga ulguring. Kurslar haqida batafsil ma’lumot olish uchun izohlarda “+” belgisini qoldiring.",36,356,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C65dIt5t84n/,42.541,44602.0
"Bugun O‘zbekiston mustaqilligining 33-yilligini nishonlar ekanmiz, dunyoni o‘zgartirib yuborgan yana bir voqeani eslaymiz. 

🌐 Xuddi shu yili, 23-avgustda birinchi veb-saytga ommaviy kirish ochilgan. O‘zbekiston mustaqillikka erishganidek, internet ham biz uchun yangi, global dunyo eshiklarini ochdi.

🇺🇿 Bayramingiz muborak, do‘stlar! Vatanimiz hozirgidek doimo oldinga qadam tashlashda davom etsin!",3,158,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C_XeeyKKwF7/,27.48,6888.0
"Faqat kelgan daromadni emas, ketib qolgan mijozlarni ham “hisoblang”

✅ Marketingda bu “churn-rate” orqali hisoblanadi. Hisob-kitob natijalari esa mijozlarni ushlab qolish uchun qanday yechim qilish kerakligini aniqlashingizga yordam beradi. 

🚀 Biznesingiz chinakamiga rivojlanishini istasangiz, 8 nafar ustozdan amaliy bilim olish imkonini boy bermang!

Marketing Bootcamp kursida joyingizni band qilish uchun izohda “marketing” soʻzini qoldiring.",5,163,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C6RBKzlt9WS/,89.722,18229.0
"😀 Astrum talabalari bilan qiziqarli savol-javob

😎 Astrum har kuni qiziqarli va kulgili lahzalar bilan to’la! Talabalarimiz tezkor savollarga ajoyib javoblar berishdi. 

✍️ Sizda qaysi savolga javob bor, izohlarda bo’lishing!",20,170,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C-DRqgyN7u7/,42.979,5992.0
"“Egizak” atamalar: brend va brending

Bu ikki atama juda oʻxshash, ammo ularning vazifasi turlicha. Agar mijozning oldida uyalib qolmay desangiz, ularning farqini bilib oling!

🟢 Brend — identifikatsiya, nom va mavzudan iborat. Masalan, Nike, Apple, Coca-Cola. 

🟣 Brending — mana shu identifikatsiya, mavzu va oʻziga xos jihatlarni yaratish va ular uchun strategik loyihalarni amalga oshirish jarayoni. 

Biznesingizni haqiqiy brendga aylantirib, mijozlar tiliga tushishni istasangiz, “Marketing Bootcamp’da professional marketing sirlarini o’rganing! 

Izohda + qoldiring va sizni kurs bilan toʻliq tanishtiramiz!",2,92,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C6oZYJ6tKih/,,
"❗️Byudjetni havoga sovurmang!

Marketing vositalari juda ko’p, ammo qaysi biri biznesingizga foyda berishini bilishingiz kerak.

📌 Korzinka.uz, Coca-Cola, Yandex, Samsung, Evos, MacBro va MFaktor kabi loyihalar bilan ishlash tajribasiga ega 8 nafar tajribali spikerlarimiz sizga eng samarali strategiyalarni o’rgatishga tayyor!

🔑 3 oylik Marketing Bootcamp kursida o’qing va biznesingiz uchun doimiy muvaffaqiyat kalitiga ega bo’ling!

Kurs haqida ma’lumot olish uchun izohda “marketing” so’zini qoldiring.",29,193,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C6grNzFtKPN/,39.672,24699.0
"Biz haqimizda keyslar “gapiradi” 😎

⬆️ “Darital”ni muammodan yechim yaratilgan keys desak aslo adashmaymiz. Posterni koʻring, shunda hammasini oʻzingiz tushunasiz!

🤝 Shu oʻrinda bizga ishonch bildirgan va loyiha muvaffaqiyatiga hissa qoʻshgan “Darital” kompaniyasining marketing jamoasi va rahbariyatiga minnatdorchilik bildiramiz. 

Marketingni real tajribalar bilan oʻrganish uchun izohda + qoldirib, kursda joy band qilishga shoshiling!",7,185,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C6WN4qGNHU4/,,
"📣 Shaxsiy daromadi bo’lishini istaydigan qizlar, bir qadam oldinga!

Aynan siz uchun amaliyotga asoslangan SMM Praktikum kursining ayollar guruhiga qabulni boshladik:

— 100% real keyslar;
— Eng tajribali ayol ustozlar va kuratorlar;
— Ishga joylashish imkoniyati;
— Onlayn va oflayn format.

Katta daromadni bilim orqali topish vaqti keldi! Kurs haqida ma’lumot olish uchun izohda “SMM” deb yozing!",107,663,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C6jXLZOtjEX/,40.5,54395.0
"Pulni boʻlib toʻlang va bilimni “butun” oling!

💳 Marketing, SMM Praktikum, Digital Bootcamp, Mobilografiya va Targeting Pro kurslari uchun boʻlib toʻlash imkoni mavjud. 

✅ Qabuldan qolib ketmaslik uchun Uzum Nasiya va Alif Nasiya orqali boʻlib toʻlashni rasmiylashtiring va tezroq kasb oʻrganib daromadga chiqing!

🤓 Unutmang, bilimga sarflangan pul albatta oʻzini oqlaydi.

👇Batafsil ma’lumot olish va o’zingiz xohlagan kursda o’qish uchun izohlarda “Kurs” so’zini yozib qoldiring.",52,150,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C6MElc-tuE0/,,
"🔥 Darslar qiymatini kurs qatnashchilari bilishadi

Marketing Bootcamp — shunchaki kurs emas, faol va yetakchi marketologlardan amaliy tajriba olish imkoniyatidir.

📌 Marketing bo’yicha o’zbek tilida eng yangi bilimlarni olishni istasangiz, ikkilanmang! Kelajakdagi yutuqlar uchun hozir harakat qiling. 

Kurs haqida batafsil bilish uchun izohda “marketing” so’zini qoldiring.",8,150,SPACE ACADEMY,spaceacademy.uz,Video,https://www.instagram.com/p/C6tfZZFNz_d/,73.366,24162.0
